no,no_pendaftaran_kipk,no_bantuan_sosial,nama,prodi,nik,no_kartu_keluarga,nisn,asal_sekolah,status_dtsen,jumlah_tanggungan,jumlah_orang_rumah,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,kab_kota,provinsi,alamat,pbb,daya_listrik,no_hp,email,koordinat,latitude,longitude,skor_total,ranking,created_at,status_seleksi,catatan_admin,updated_at,jalur_masuk,hasil_seleksi
,1705312651284515,BAN-00115,Budi Wijayanti,Teknik Komputer,0000003401000015,0000003471000015,0020030316,SMA Swasta Labschool,Tidak Tersertifikasi,3,3,Insinyur,Entrepreneur,9500000,9000000,Yogyakarta Kota,DI Yogyakarta,Jl. Permata No. 016,75000000,5500 VA,62-0000000024,um00115@email.com,"-6.2756,-106.7972",-6.2456,-106.7972,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,5006944924319973,BAN-00116,Mira Saputra,Teknik Otomasi,0000003401000016,0000003471000016,0020030317,SMA Swasta Al-Azhar,Tersertifikasi,0,4,Pengusaha Sukses,Profesional,10000000,9500000,Palembang Ilir,Sumatera Selatan,Jl. Elang No. 017,80000000,2200 VA,62-0000000025,um00116@email.com,"-6.2756,-106.7952",-6.2436,-106.7952,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,8713318100979500,BAN-00117,Kartini Hasanah,Hukum,0000003401000017,0000003471000017,0020030318,SMA Swasta Taruna,Tidak Tersertifikasi,1,5,Direktur Perusahaan,Manager,10500000,10000000,Makassar Kota,Sulawesi Selatan,Jl. Bintaro No. 018,85000000,3600 VA,62-0000000026,um00117@email.com,"-6.2756,-106.7932",-6.2416,-106.7932,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,3899850881719398,BAN-00118,Dian Anggraini,Ekonomi Pembangunan,0000003401000018,0000003471000018,0020030319,SMA Swasta Kristen,Tersertifikasi,2,3,Konsultan Bisnis,Ibu Rumah Tangga,11000000,10500000,Denpasar,Bali,Jl. Kelapa Gading No. 019,90000000,4400 VA,62-0000000027,um00118@email.com,"-6.2756,-106.7912",-6.2396,-106.7912,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,8751274273550721,BAN-00119,Dian Nurhaliza,Bisnis,0000003401000019,0000003471000019,0020030320,SMA Swasta Kanisius,Tidak Tersertifikasi,3,4,Manager,Dokter,11500000,11000000,Banjarmasin,Kalimantan Selatan,Jl. Puri No. 020,95000000,5500 VA,62-0000000028,um00119@email.com,"-6.2756,-106.7892",-6.2376,-106.7892,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,3971267337289218,BAN-00120,Fauzan Putri,Teknik Komputer,0000003401000020,0000003471000020,0020030321,SMA Swasta Santa Maria,Tersertifikasi,0,5,Dokter,Guru,12000000,11500000,Jakarta Selatan,DKI Jakarta,Jl. Rasuna Said No. 021,100000000,2200 VA,62-0000000029,um00120@email.com,"-6.2756,-106.7872",-6.2356,-106.7872,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,6160261117475781,BAN-00121,Yunita Wijayanti,Teknik Otomasi,0000003401000021,0000003471000021,0020030322,SMA Swasta Sampoerna,Tidak Tersertifikasi,1,3,Advokat,Entrepreneur,12500000,12000000,Bandung Kota,Jawa Barat,Jl. Senayan No. 022,105000000,3600 VA,62-0000000030,um00121@email.com,"-6.2756,-106.7852",-6.2336,-106.7852,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,2007710121843333,BAN-00122,Fauzan Prasetyo,Hukum,0000003401000022,0000003471000022,0020030323,SMA Swasta Dian Harapan,Tersertifikasi,2,4,Arsitek,Profesional,13000000,12500000,Surabaya Pusat,Jawa Timur,Jl. Pondok Indah No. 023,110000000,4400 VA,62-0000000031,um00122@email.com,"-6.2756,-106.7832",-6.2316,-106.7832,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,5099106185315465,BAN-00123,Dwi Wahyuni,Ekonomi Pembangunan,0000003401000023,0000003471000023,0020030324,SMA Swasta Labschool,Tidak Tersertifikasi,3,5,Insinyur,Manager,13500000,13000000,Medan Kota,Sumatera Utara,Jl. Menteng No. 024,115000000,5500 VA,62-0000000032,um00123@email.com,"-6.2756,-106.7812",-6.2296,-106.7812,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,7101103586785121,BAN-00124,Taufik Wibowo,Bisnis,0000003401000024,0000003471000024,0020030325,SMA Swasta Al-Azhar,Tersertifikasi,0,3,Pengusaha Sukses,Ibu Rumah Tangga,14000000,13500000,Semarang Tengah,Jawa Tengah,Jl. Blok M No. 025,120000000,2200 VA,62-0000000033,um00124@email.com,"-6.2756,-106.7792",-6.2276,-106.7792,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,1070514210649937,BAN-00125,Dewi Santoso,Teknik Komputer,0000003401000025,0000003471000025,0020030326,SMA Swasta Taruna,Tidak Tersertifikasi,1,4,Direktur Perusahaan,Dokter,14500000,14000000,Yogyakarta Kota,DI Yogyakarta,Jl. Permata No. 026,125000000,3600 VA,62-0000000034,um00125@email.com,"-6.2756,-106.7772",-6.2256,-106.7772,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,6498271657363446,BAN-00126,Wini Pratama,Teknik Otomasi,0000003401000026,0000003471000026,0020030327,SMA Swasta Kristen,Tersertifikasi,2,5,Konsultan Bisnis,Guru,15000000,14500000,Palembang Ilir,Sumatera Selatan,Jl. Elang No. 027,130000000,4400 VA,62-0000000035,um00126@email.com,"-6.2756,-106.7752",-6.2236,-106.7752,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,6003591949510286,BAN-00127,Maya Anggraini,Hukum,0000003401000027,0000003471000027,0020030328,SMA Swasta Kanisius,Tidak Tersertifikasi,3,3,Manager,Entrepreneur,15500000,15000000,Makassar Kota,Sulawesi Selatan,Jl. Bintaro No. 028,135000000,5500 VA,62-0000000036,um00127@email.com,"-6.2756,-106.7732",-6.2216,-106.7732,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,3774848878980582,BAN-00128,Fajar Setiawan,Ekonomi Pembangunan,0000003401000028,0000003471000028,0020030329,SMA Swasta Santa Maria,Tersertifikasi,0,4,Dokter,Profesional,16000000,15500000,Denpasar,Bali,Jl. Kelapa Gading No. 029,140000000,2200 VA,62-0000000037,um00128@email.com,"-6.2756,-106.7712",-6.2196,-106.7712,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,3682003556067025,BAN-00129,Indah Ramadhan,Bisnis,0000003401000029,0000003471000029,0020030330,SMA Swasta Sampoerna,Tidak Tersertifikasi,1,5,Advokat,Manager,16500000,16000000,Banjarmasin,Kalimantan Selatan,Jl. Puri No. 030,145000000,3600 VA,62-0000000038,um00129@email.com,"-6.2756,-106.7692",-6.2176,-106.7692,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,8374801605906948,BAN-00130,Andi Santoso,Teknik Komputer,0000003401000030,0000003471000030,0020030331,SMA Swasta Dian Harapan,Tersertifikasi,2,3,Arsitek,Ibu Rumah Tangga,17000000,16500000,Jakarta Selatan,DKI Jakarta,Jl. Rasuna Said No. 031,150000000,4400 VA,62-0000000039,um00130@email.com,"-6.2756,-106.7672",-6.2156,-106.7672,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,7702151908388860,BAN-00131,Galih Hadiyah,Teknik Otomasi,0000003401000031,0000003471000031,0020030332,SMA Swasta Labschool,Tidak Tersertifikasi,3,4,Insinyur,Dokter,17500000,17000000,Bandung Kota,Jawa Barat,Jl. Senayan No. 032,155000000,5500 VA,62-0000000040,um00131@email.com,"-6.2756,-106.7652",-6.2136,-106.7652,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,2149078266192547,BAN-00132,Lena Hadiyah,Hukum,0000003401000032,0000003471000032,0020030333,SMA Swasta Al-Azhar,Tersertifikasi,0,5,Pengusaha Sukses,Guru,18000000,17500000,Surabaya Pusat,Jawa Timur,Jl. Pondok Indah No. 033,160000000,2200 VA,62-0000000041,um00132@email.com,"-6.2756,-106.7632",-6.2116,-106.7632,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,1872559564560555,BAN-00133,Lestari Permatasari,Ekonomi Pembangunan,0000003401000033,0000003471000033,0020030334,SMA Swasta Taruna,Tidak Tersertifikasi,1,3,Direktur Perusahaan,Entrepreneur,18500000,18000000,Medan Kota,Sumatera Utara,Jl. Menteng No. 034,165000000,3600 VA,62-0000000042,um00133@email.com,"-6.2756,-106.7612",-6.2096,-106.7612,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,9563537740143940,BAN-00134,Fauzan Satria,Bisnis,0000003401000034,0000003471000034,0020030335,SMA Swasta Kristen,Tersertifikasi,2,4,Konsultan Bisnis,Profesional,19000000,18500000,Semarang Tengah,Jawa Tengah,Jl. Blok M No. 035,170000000,4400 VA,62-0000000043,um00134@email.com,"-6.2756,-106.7592",-6.2076,-106.7592,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,2114799736295840,BAN-00135,Yoga Oktaviani,Teknik Komputer,0000003401000035,0000003471000035,0020030336,SMA Swasta Kanisius,Tidak Tersertifikasi,3,5,Manager,Manager,19500000,19000000,Yogyakarta Kota,DI Yogyakarta,Jl. Permata No. 036,175000000,5500 VA,62-0000000044,um00135@email.com,"-6.2756,-106.7572",-6.2056,-106.7572,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,5926625782339742,BAN-00136,Rizki Hermawan,Teknik Otomasi,0000003401000036,0000003471000036,0020030337,SMA Swasta Santa Maria,Tersertifikasi,0,3,Dokter,Ibu Rumah Tangga,20000000,19500000,Palembang Ilir,Sumatera Selatan,Jl. Elang No. 037,180000000,2200 VA,62-0000000045,um00136@email.com,"-6.2756,-106.7552",-6.2036,-106.7552,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,7311425157373499,BAN-00137,Laras Firmansyah,Hukum,0000003401000037,0000003471000037,0020030338,SMA Swasta Sampoerna,Tidak Tersertifikasi,1,4,Advokat,Dokter,20500000,20000000,Makassar Kota,Sulawesi Selatan,Jl. Bintaro No. 038,185000000,3600 VA,62-0000000046,um00137@email.com,"-6.2756,-106.7532",-6.2016,-106.7532,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,9851083835708573,BAN-00138,Rina Setiawan,Ekonomi Pembangunan,0000003401000038,0000003471000038,0020030339,SMA Swasta Dian Harapan,Tersertifikasi,2,5,Arsitek,Guru,21000000,20500000,Denpasar,Bali,Jl. Kelapa Gading No. 039,190000000,4400 VA,62-0000000047,um00138@email.com,"-6.2756,-106.7512",-6.1996,-106.7512,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,6992806211460714,BAN-00139,Mega Pratama,Bisnis,0000003401000039,0000003471000039,0020030340,SMA Swasta Labschool,Tidak Tersertifikasi,3,3,Insinyur,Entrepreneur,21500000,21000000,Banjarmasin,Kalimantan Selatan,Jl. Puri No. 040,195000000,5500 VA,62-0000000048,um00139@email.com,"-6.2756,-106.7492",-6.1976,-106.7492,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,8125573554453176,BAN-00140,Dimas Ramadhan,Teknik Komputer,0000003401000040,0000003471000040,0020030341,SMA Swasta Al-Azhar,Tersertifikasi,0,4,Pengusaha Sukses,Profesional,22000000,1500000,Jakarta Selatan,DKI Jakarta,Jl. Rasuna Said No. 041,200000000,2200 VA,62-0000000049,um00140@email.com,"-6.2756,-106.7472",-6.1956,-106.7472,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,7210528838402277,BAN-00141,Lestari Handayani,Teknik Otomasi,0000003401000041,0000003471000041,0020030342,SMA Swasta Taruna,Tidak Tersertifikasi,1,5,Direktur Perusahaan,Manager,22500000,2000000,Bandung Kota,Jawa Barat,Jl. Senayan No. 042,205000000,3600 VA,62-0000000050,um00141@email.com,"-6.2756,-106.7452",-6.1936,-106.7452,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,6569156051239114,BAN-00142,Ayu Hidayat,Hukum,0000003401000042,0000003471000042,0020030343,SMA Swasta Kristen,Tersertifikasi,2,3,Konsultan Bisnis,Ibu Rumah Tangga,23000000,2500000,Surabaya Pusat,Jawa Timur,Jl. Pondok Indah No. 043,210000000,4400 VA,62-0000000051,um00142@email.com,"-6.2756,-106.7432",-6.1916,-106.7432,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,4192799690538496,BAN-00143,Galih Hidayat,Ekonomi Pembangunan,0000003401000043,0000003471000043,0020030344,SMA Swasta Kanisius,Tidak Tersertifikasi,3,4,Manager,Dokter,23500000,3000000,Medan Kota,Sumatera Utara,Jl. Menteng No. 044,215000000,5500 VA,62-0000000052,um00143@email.com,"-6.2756,-106.7412",-6.1896,-106.7412,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,8167633649638318,BAN-00144,Mega Sari,Bisnis,0000003401000044,0000003471000044,0020030345,SMA Swasta Santa Maria,Tersertifikasi,0,5,Dokter,Guru,24000000,3500000,Semarang Tengah,Jawa Tengah,Jl. Blok M No. 045,220000000,2200 VA,62-0000000053,um00144@email.com,"-6.2756,-106.7392",-6.1876,-106.7392,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,1002096342958224,BAN-00145,Xander Lestari,Teknik Komputer,0000003401000045,0000003471000045,0020030346,SMA Swasta Sampoerna,Tidak Tersertifikasi,1,3,Advokat,Entrepreneur,24500000,4000000,Yogyakarta Kota,DI Yogyakarta,Jl. Permata No. 046,225000000,3600 VA,62-0000000054,um00145@email.com,"-6.2756,-106.7372",-6.1856,-106.7372,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,1158649504604424,BAN-00146,Putri Rahmawati,Teknik Otomasi,0000003401000046,0000003471000046,0020030347,SMA Swasta Dian Harapan,Tersertifikasi,2,4,Arsitek,Profesional,25000000,4500000,Palembang Ilir,Sumatera Selatan,Jl. Elang No. 047,230000000,4400 VA,62-0000000055,um00146@email.com,"-6.2756,-106.7352",-6.1836,-106.7352,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
,6940671182308981,BAN-00147,Doni Setiawan,Hukum,0000003401000047,0000003471000047,0020030348,SMA Swasta Labschool,Tidak Tersertifikasi,3,5,Insinyur,Manager,25500000,5000000,Makassar Kota,Sulawesi Selatan,Jl. Bintaro No. 048,235000000,5500 VA,62-0000000056,um00147@email.com,"-6.2756,-106.7332",-6.1816,-106.7332,0,,2026-05-12 07:28:15.697161+00,Diundur,,2026-05-12 07:28:15.697161+00,UM,
,7813036521517668,BAN-00148,Dwi Anggraini,Ekonomi Pembangunan,0000003401000048,0000003471000048,0020030349,SMA Swasta Al-Azhar,Tersertifikasi,0,3,Pengusaha Sukses,Ibu Rumah Tangga,26000000,5500000,Denpasar,Bali,Jl. Kelapa Gading No. 049,240000000,2200 VA,62-0000000057,um00148@email.com,"-6.2756,-106.7312",-6.1796,-106.7312,0,,2026-05-12 07:28:15.697161+00,Lolos,,2026-05-12 07:28:15.697161+00,UM,
,7908916657236154,BAN-00149,Fitri Ramadhan,Bisnis,0000003401000049,0000003471000049,0020030350,SMA Swasta Taruna,Tidak Tersertifikasi,1,4,Direktur Perusahaan,Dokter,26500000,6000000,Banjarmasin,Kalimantan Selatan,Jl. Puri No. 050,245000000,3600 VA,62-0000000058,um00149@email.com,"-6.2756,-106.7292",-6.1776,-106.7292,0,,2026-05-12 07:28:15.697161+00,Tidak Lolos,,2026-05-12 07:28:15.697161+00,UM,
,8570981678433478,BAN-00150,Mira Dewi,Teknik Komputer,0000003401000050,0000003471000050,0020030351,SMA Swasta Kristen,Tersertifikasi,2,5,Konsultan Bisnis,Guru,2000000,6500000,Jakarta Selatan,DKI Jakarta,Jl. Rasuna Said No. 051,250000000,4400 VA,62-0000000009,um00150@email.com,"-6.2756,-106.7272",-6.1756,-106.7272,0,,2026-05-12 07:28:15.697161+00,Menunggu,,2026-05-12 07:28:15.697161+00,UM,
